student_id,lecture_watch_pct,checklist_pct,attended_live_class,attended_group_discussion,qa_participation_pct,dropout,recommended_activities
S108_D1,40,47,0,1,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S172_D1,53,42,1,0,34,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S374_D0,94,71,0,1,83,0,Attend live classes to get real-time support and stay engaged.
S482_D1,56,40,0,1,42,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S343_D1,43,45,1,0,51,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S234_D0,78,65,1,1,56,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S286_D1,28,65,0,0,49,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S177_D1,57,38,1,0,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S318_D0,81,90,1,0,91,0,Join group discussions to improve collaboration and communication skills.
S149_D1,53,55,1,1,57,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S411_D0,92,76,1,1,81,0,"Good Job, You did Well in the Week. Keep the momentum"
S399_D1,55,35,0,1,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S210_D1,62,45,0,1,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S359_D0,88,73,1,1,71,0,"Good Job, You did Well in the Week. Keep the momentum"
S259_D0,89,69,1,0,62,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S245_D1,57,15,0,1,49,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S128_D1,36,54,1,0,27,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S133_D1,55,46,0,0,31,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S283_D0,100,84,1,0,96,0,Join group discussions to improve collaboration and communication skills.
S377_D0,93,73,0,1,82,0,Attend live classes to get real-time support and stay engaged.
S385_D0,77,88,1,1,89,0,"Good Job, You did Well in the Week. Keep the momentum"
S225_D0,80,82,1,0,50,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S454_D1,62,56,1,0,46,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S315_D1,21,36,0,1,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S473_D0,70,90,1,1,50,0,Participate more in Q&A to clarify doubts and boost retention.
S348_D0,70,100,1,1,83,0,"Good Job, You did Well in the Week. Keep the momentum"
S006_D1,64,38,1,1,12,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S140_D1,57,48,0,0,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S488_D1,26,53,1,1,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S429_D1,55,53,0,0,43,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S406_D1,46,53,1,1,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S120_D1,70,54,1,0,16,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S356_D1,46,19,0,0,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S304_D1,49,46,1,0,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S146_D1,34,39,1,1,49,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S347_D1,52,24,0,0,24,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S057_D1,57,62,1,0,33,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S458_D1,58,57,1,0,27,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S078_D1,66,53,0,1,32,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S296_D1,55,46,0,0,36,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S086_D0,79,82,1,0,71,0,Join group discussions to improve collaboration and communication skills.
S243_D0,90,72,1,1,78,0,"Good Job, You did Well in the Week. Keep the momentum"
S199_D1,41,25,0,0,27,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S160_D0,91,78,0,0,69,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S025_D1,45,43,1,0,51,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S036_D0,72,80,1,1,76,0,"Good Job, You did Well in the Week. Keep the momentum"
S041_D1,33,59,1,1,29,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S171_D0,76,94,0,1,50,0,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S155_D1,70,56,1,0,27,1,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S391_D1,55,27,1,0,36,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S358_D1,40,37,1,1,43,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S348_D1,54,62,1,1,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S445_D1,68,39,0,1,40,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S234_D1,37,51,0,1,14,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S096_D0,70,73,1,1,99,0,"Good Job, You did Well in the Week. Keep the momentum"
S064_D1,44,38,0,0,54,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S241_D0,77,65,1,1,100,0,Make sure to complete all checklist items to stay on track.
S243_D1,70,38,0,1,34,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S075_D1,34,38,1,1,36,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S191_D1,46,60,0,0,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S461_D0,100,87,0,1,61,0,Attend live classes to get real-time support and stay engaged.
S054_D1,40,43,0,1,35,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S389_D1,34,32,0,0,45,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S207_D0,90,65,1,0,92,0,Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.
S393_D0,71,92,1,0,100,0,Join group discussions to improve collaboration and communication skills.
S295_D1,55,59,0,0,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S398_D0,98,81,1,1,95,0,"Good Job, You did Well in the Week. Keep the momentum"
S267_D1,70,41,0,1,27,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S349_D1,70,45,0,0,39,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S218_D0,82,81,1,1,70,0,"Good Job, You did Well in the Week. Keep the momentum"
S005_D0,82,72,1,0,50,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S269_D1,36,65,0,0,34,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S143_D1,66,63,1,0,6,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S430_D1,20,65,1,0,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S113_D1,53,41,0,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S239_D1,63,22,1,1,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S047_D1,27,63,0,0,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S226_D1,58,60,0,0,43,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S184_D1,46,48,1,0,31,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S099_D0,85,74,1,1,74,0,"Good Job, You did Well in the Week. Keep the momentum"
S305_D1,68,23,1,0,26,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S228_D1,46,28,0,0,15,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S074_D1,56,47,0,1,48,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S407_D0,74,65,1,1,100,0,Make sure to complete all checklist items to stay on track.
S003_D1,41,39,0,1,42,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S048_D0,95,77,1,1,79,0,"Good Job, You did Well in the Week. Keep the momentum"
S033_D0,84,79,1,0,71,0,Join group discussions to improve collaboration and communication skills.
S280_D1,43,48,1,1,31,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S340_D1,37,53,0,0,11,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S201_D0,88,73,1,0,85,0,Join group discussions to improve collaboration and communication skills.
S135_D0,75,67,1,1,50,0,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S028_D0,88,80,1,0,88,0,Join group discussions to improve collaboration and communication skills.
S381_D1,62,40,0,0,16,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S231_D0,77,82,1,0,71,0,Join group discussions to improve collaboration and communication skills.
S490_D0,93,80,0,1,58,0,Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S273_D1,54,30,1,1,10,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S379_D0,100,79,0,1,98,0,Attend live classes to get real-time support and stay engaged.
S289_D0,87,79,0,1,65,0,Attend live classes to get real-time support and stay engaged.
S419_D0,96,74,1,0,60,0,Join group discussions to improve collaboration and communication skills.
S175_D1,51,35,0,1,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S392_D0,89,86,1,0,77,0,Join group discussions to improve collaboration and communication skills.
S093_D1,43,48,0,0,16,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S499_D0,76,73,1,1,68,0,"Good Job, You did Well in the Week. Keep the momentum"
S139_D0,93,65,1,1,100,0,Make sure to complete all checklist items to stay on track.
S063_D0,73,90,1,0,89,0,Join group discussions to improve collaboration and communication skills.
S472_D0,70,71,1,1,68,0,"Good Job, You did Well in the Week. Keep the momentum"
S148_D1,47,56,1,0,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S129_D0,85,80,0,0,50,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S477_D1,63,34,1,0,34,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S021_D1,59,44,0,0,33,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S339_D1,56,43,0,1,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S463_D1,55,47,1,0,22,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S065_D0,93,94,0,0,65,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S313_D1,68,43,1,0,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S015_D0,70,73,1,1,100,0,"Good Job, You did Well in the Week. Keep the momentum"
S157_D0,100,80,0,1,79,0,Attend live classes to get real-time support and stay engaged.
S041_D0,92,90,1,1,58,0,Participate more in Q&A to clarify doubts and boost retention.
S493_D0,85,77,1,1,84,0,"Good Job, You did Well in the Week. Keep the momentum"
S380_D0,76,94,1,0,59,0,Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S188_D0,84,75,1,1,77,0,"Good Job, You did Well in the Week. Keep the momentum"
S264_D1,70,59,1,1,37,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S217_D0,77,81,0,0,63,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S292_D1,64,51,0,1,37,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S053_D0,78,94,0,0,74,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S379_D1,56,31,0,1,21,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S338_D0,81,68,0,1,71,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S249_D1,43,45,0,0,27,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S220_D1,37,28,0,1,36,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S225_D1,57,43,0,0,23,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S296_D0,78,92,0,0,84,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S202_D1,49,46,0,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S252_D0,94,65,1,1,67,0,Make sure to complete all checklist items to stay on track.
S227_D1,58,29,1,0,19,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S462_D0,85,95,1,1,55,0,Participate more in Q&A to clarify doubts and boost retention.
S456_D0,77,93,1,0,83,0,Join group discussions to improve collaboration and communication skills.
S497_D1,31,19,0,0,26,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S316_D1,59,55,0,0,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S363_D1,50,43,0,1,18,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S270_D0,86,100,1,0,62,0,Join group discussions to improve collaboration and communication skills.
S202_D0,90,92,1,1,82,0,"Good Job, You did Well in the Week. Keep the momentum"
S162_D0,92,73,1,1,74,0,"Good Job, You did Well in the Week. Keep the momentum"
S056_D1,56,26,1,0,50,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S230_D1,54,57,1,0,43,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S402_D0,79,75,1,0,71,0,Join group discussions to improve collaboration and communication skills.
S203_D1,50,31,0,0,60,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S477_D0,90,74,0,1,93,0,Attend live classes to get real-time support and stay engaged.
S322_D1,20,51,0,0,46,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S272_D1,50,47,1,0,28,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S106_D0,89,100,1,1,75,0,"Good Job, You did Well in the Week. Keep the momentum"
S066_D1,59,55,0,0,38,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S390_D0,79,93,0,0,100,0,Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.
S002_D0,83,100,1,1,63,0,"Good Job, You did Well in the Week. Keep the momentum"
S438_D1,70,53,0,0,24,1,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S483_D1,42,47,1,1,22,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S062_D1,37,34,1,1,35,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S081_D0,82,84,1,1,90,0,"Good Job, You did Well in the Week. Keep the momentum"
S206_D0,75,87,1,1,86,0,"Good Job, You did Well in the Week. Keep the momentum"
S035_D0,93,72,1,0,73,0,Join group discussions to improve collaboration and communication skills.
S276_D1,51,41,1,0,14,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S009_D1,37,44,1,0,45,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S428_D0,91,84,1,1,68,0,"Good Job, You did Well in the Week. Keep the momentum"
S455_D0,79,79,1,1,76,0,"Good Job, You did Well in the Week. Keep the momentum"
S367_D0,87,83,0,1,75,0,Attend live classes to get real-time support and stay engaged.
S092_D0,94,74,1,1,71,0,"Good Job, You did Well in the Week. Keep the momentum"
S340_D0,79,77,1,0,83,0,Join group discussions to improve collaboration and communication skills.
S398_D1,60,41,0,0,41,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S065_D1,65,38,1,0,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Join group discussions to improve collaboration and communication skills.;Participate more in Q&A to clarify doubts and boost retention.
S346_D0,87,85,0,1,75,0,Attend live classes to get real-time support and stay engaged.
S277_D1,36,43,0,1,39,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.;Participate more in Q&A to clarify doubts and boost retention.
S242_D0,83,65,1,1,93,0,Make sure to complete all checklist items to stay on track.
S014_D0,70,69,0,1,75,0,Make sure to complete all checklist items to stay on track.;Attend live classes to get real-time support and stay engaged.
S316_D0,85,65,1,1,61,0,Make sure to complete all checklist items to stay on track.
S101_D1,46,38,1,1,56,1,Increase your lecture video completion to at least 80% to strengthen understanding.;Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
S388_D0,100,75,0,1,77,0,Attend live classes to get real-time support and stay engaged.
S274_D0,85,91,1,1,77,0,"Good Job, You did Well in the Week. Keep the momentum"
S167_D0,93,76,1,0,61,0,Join group discussions to improve collaboration and communication skills.
S341_D1,70,22,1,1,30,1,Make sure to complete all checklist items to stay on track.;Participate more in Q&A to clarify doubts and boost retention.
